GAS_ZONES,TIMESERIES,gas_demand_ref_quantity,gas_ref_price
PA,20220218,4340815.33610015,6.05706724577147
PA,20220219,5429584.12581064,6.01263089933602
PA,20220220,5931342.79993829,5.96819455290057
PA,20220221,5631403.9379507,5.92375820646511
PA,20220222,4541114.16233319,5.87932186002966
PA,20220223,4317642.53688507,6.02190460580092
PA,20220224,4671814.89526179,6.2693289363864
PA,20220225,5472973.94508751,6.07080294026554
PA,20220226,5295331.96310914,5.99477953159247
PA,20220227,5657708.74710269,5.91875612291939
PA,20220228,5126501.41547441,5.84273271424632
PA,20220301,5390863.91593197,5.71004690389648
PA,20220302,4762175.36258203,6.08804950872479
PA,20220303,4640392.88259036,6.06007864339641
PA,20220304,5746160.51121532,6.20222714856945
PA,20220305,5672957.92816344,6.28319870356091
PA,20220306,4688810.21095258,6.36417025855237
PA,20220307,4219233.789185,6.44514181354383
PA,20220308,4405195.31857707,6.02502123388579
PA,20220309,4893149.29504119,5.94485356515781
PA,20220310,5342766.23919753,6.0737209703749
PA,20220311,4893694.65794406,6.25474380751262
PA,20220312,4584979.47103832,6.16592735335053
PA,20220313,6163052.29040945,6.07711089918845
PA,20220314,6129969.57318409,5.98829444502636
PA,20220315,4563726.32216268,5.81697891706509
PA,20220316,4218164.05997256,6.0448696486647
PA,20220317,4153983.68441151,6.13989286751679
PA,20220318,4103588.12979308,6.1691737065172
PA,20220319,4235373.33627328,6.06906098014683
PA,20220320,4199760.16160355,5.96894825377647
PA,20220321,4390205.46064972,5.86883552740611
PA,20220322,4072702.90377516,6.09231144648743
PA,20220323,4181980.50505527,6.34711522341732
PA,20220324,4298287.71211127,6.2020684432595
PA,20220325,4265310.0032291,6.52077727911231
PA,20220326,4273033.16293369,6.46214107120545
PA,20220327,4628878.88311196,6.40350486329859
PA,20220328,5795114.77917862,6.34486865539173
PA,20220329,6431730.04061724,6.05583192508849
PA,20220330,5561088.85485865,5.99725407586107
PA,20220331,4346044.04811223,6.09553889157141
PA,20220401,3876152.27921198,6.00340930559297
PA,20220402,4410217.81789976,6.04970237253024
PA,20220403,4260205.87201948,6.09599543946751
PA,20220404,4484481.45215535,6.14228850640478
PA,20220405,4337094.97059722,6.32746658197371
PA,20220406,3838862.8883473,6.62433465058579
PA,20220407,3767339.45337934,6.30994727608807
PA,20220408,4029942.70611361,6.58976282914368
PA,20220409,3881835.46505001,6.51660498908544
PA,20220410,4114532.2228939,6.44344714902721
PA,20220411,4408165.5538208,6.37028930896897
PA,20220412,3722263.29678387,6.54711013017059
PA,20220413,3615998.1242225,6.57233221047361
PA,20220414,4266510.80201042,6.7620961470772
PA,20220415,3994946.6133908,6.89033822921597
PA,20220416,3473370.57202862,7.01858031135473
PA,20220417,3760136.64541116,7.14682239349349
PA,20220418,4374839.86121379,7.27506447563225
PA,20220419,4319965.36089511,7.24244647418046
PA,20220420,4301929.83667038,6.93696459394005
PA,20220421,3685592.19380883,6.70895785595883
PA,20220422,3469442.90062205,6.43175062027517
PA,20220423,3327074.72356749,6.38189374494765
PA,20220424,3468692.3455224,6.33203686962013
PA,20220425,3781332.32209086,6.28217999429261
PA,20220426,3434343.51124814,6.7479489585492
PA,20220427,3395997.25521163,6.77341756550315
PA,20220428,4041647.93120478,6.83816902355268
PA,20220429,3773789.00615701,6.71645982818206
PA,20220430,3458326.49958026,6.87325927077779
PA,20220501,3272831.31517554,7.03005871337351
PA,20220502,3172942.02050399,7.18685815596924
PA,20220503,3192898.0669738,7.72519774586432
PA,20220504,3201563.63991743,8.18557099334584
PA,20220505,3063339.51252191,8.31113504172746
PA,20220506,3146557.20782691,8.24920504668443
PA,20220507,3166753.4601155,8.16063398167291
PA,20220508,3482336.73748818,8.0720629166614
PA,20220509,3163415.1750929,7.98349185164988
PA,20220510,3165055.61259872,6.72148102081831
PA,20220511,3269056.38311278,7.47149848658932
PA,20220512,3351489.07906052,7.19992897983994
PA,20220513,3548344.59425053,7.70316842317555
PA,20220514,3424974.69781727,7.83775219581777
PA,20220515,3330927.2647229,7.97233596845999
PA,20220516,3692719.00047675,8.10691974110221
PA,20220517,3191310.1874016,8.37186164259678
PA,20220518,3200623.78216662,8.72269540835853
PA,20220519,2923197.33201912,8.47041209013722
PA,20220520,3283948.48511539,8.29620423326703
PA,20220521,3948463.84727418,8.43863514658623
PA,20220522,5456374.06701527,8.58106605990544
PA,20220523,4003204.16466694,8.72349697322464
PA,20220524,2918568.00275192,9.56717914957304
PA,20220525,2785635.27832265,10.2728781375627
PA,20220526,3021673.97582802,10.0901014699699
PA,20220527,3094317.07273546,9.1942862308086
PA,20220528,3209128.15007544,9.32338755863245
PA,20220529,3068016.08332879,9.4524888864563
PA,20220530,3483439.40400222,9.58159021428014
PA,20220531,4806363.48510963,9.71069154210399
PA,20220601,5453632.8239063,9.80896614237934
PA,20220602,4429405.04631328,10.3989594730349
PA,20220603,3585769.01562827,9.83164091576939
PA,20220604,3192060.66426159,10.218844669109
PA,20220605,3320462.11264476,10.6060484224486
PA,20220606,3166912.13724156,10.9932521757882
PA,20220607,3557874.02989093,11.3357039640067
PA,20220608,3288108.78814455,11.6217736939342
PA,20220609,3840286.45898495,10.1463796226827
PA,20220610,3072755.8047013,11.0147771744563
PA,20220611,3223962.21407519,11.2084861226405
PA,20220612,2927500.97253447,11.4021950708246
PA,20220613,3394094.22428116,11.5959040190088
PA,20220614,4654666.92855341,9.9835195487723
PA,20220615,3864366.40410021,10.0354244554227
PA,20220616,5016507.94413254,10.1538837889094
PA,20220617,4148251.56348945,9.41371377926037
PA,20220618,4578788.99824004,9.09511293721692
PA,20220619,2768505.78089654,8.77651209517348
PA,20220620,2913585.4848372,8.45791125313003
PA,20220621,3201552.62295097,8.13931041108659
PA,20220622,4057628.91265486,8.26376443017089
PA,20220623,3877708.84106702,7.92495021481533
PA,20220624,3052406.94285334,6.96681622743925
PA,20220625,3848796.46809061,7.01955244669266
PA,20220626,5018615.17576084,7.07228866594607
PA,20220627,5199420.39958502,7.12502488519948
PA,20220628,3366355.77342722,7.72379804371228
PA,20220629,3273160.64314846,7.69078004856353
PA,20220630,3950621.55216214,7.45263101370718
PA,20220701,4835191.15974392,6.49512208876573
PA,20220702,6112267.66952139,6.43091552833686
PA,20220703,5151473.61515012,6.36670896790798
PA,20220704,4074840.1568665,6.30250240747911
PA,20220705,4648249.52991968,6.23829584705023
PA,20220706,5016505.77587755,6.10809826158211
PA,20220707,4805698.07879779,6.24760776479222
PA,20220708,4241582.88960056,6.79849550057044
PA,20220709,4877397.47341714,6.88444727020427
PA,20220710,3667452.25726422,6.9703990398381
PA,20220711,3981603.48985216,7.05635080947192
PA,20220712,4698315.91848788,6.98442343583836
PA,20220713,5340545.07308293,6.79121651197518
PA,20220714,5055687.7000176,6.95357070436135
PA,20220715,4464864.63260842,6.59311111539297
PA,20220716,4792086.04936959,6.90619011725786
PA,20220717,4552060.88486191,7.21926911912275
PA,20220718,4960913.56029019,7.53234812098763
PA,20220719,5230166.69377828,7.20217729211787
PA,20220720,6107198.1685454,7.3918510521983
PA,20220721,7291547.36492033,7.75422369753901
PA,20220722,6609859.94362993,7.96806836620171
PA,20220723,6868197.82002177,8.01563156214506
PA,20220724,6879253.79931806,8.0631947580884
PA,20220725,8250823.96559889,8.11075795403175
PA,20220726,5124559.76300203,8.96232292361277
PA,20220727,4189233.36615352,8.15554853174177
PA,20220728,5235232.29552455,8.21018137538735
PA,20220729,5745163.39288242,7.77852660300292
PA,20220730,4380033.32292542,7.70143702779164
PA,20220731,4627870.03890979,7.62434745258037
PA,20220801,4550986.90757598,7.5472578773691
PA,20220802,4360082.76747713,7.33694972027295
PA,20220803,5221255.21013726,7.11937325177361
PA,20220804,6099731.28178772,7.62039930387465
PA,20220805,7152432.62924667,7.49349222409721
PA,20220806,6307628.24903675,7.29747367123452
PA,20220807,6636070.1306265,7.10145511837183
PA,20220808,7402033.58520364,6.90543656550914
PA,20220809,8073374.56504378,6.96966534248851
PA,20220810,6729954.16501724,6.92735629451933
PA,20220811,5104920.48592199,7.48172616280046
PA,20220812,4872033.43725919,7.620348466947
PA,20220813,3944907.23291519,7.55235546221645
PA,20220814,4017288.18048122,7.4843624574859
PA,20220815,4142106.79713513,7.41636945275535
PA,20220816,3828452.2479592,8.04909860482655
PA,20220817,4187439.797686,8.31562655608334
PA,20220818,3939429.92135575,8.30387036461873
PA,20220819,4436187.699612,8.12252504164753
PA,20220820,5738375.94013038,8.40456451122651
PA,20220821,5868795.92329878,8.68660398080549
PA,20220822,5242545.94044382,8.96864345038447
PA,20220823,4685921.15277319,8.94973924635708
PA,20220824,4662526.21220159,8.57829045078863
PA,20220825,4905577.52243115,8.83458688202953
PA,20220826,6017970.49831088,8.91579074454845
PA,20220827,5866495.88424537,8.91175242419184
PA,20220828,5419455.74765019,8.90771410383523
PA,20220829,6152746.0210883,8.90367578347861
PA,20220830,7309022.23322855,8.84003640505059
PA,20220831,5448412.3682605,8.74539486874965
PA,20220901,4315177.09458862,9.26074901807627
PA,20220902,4404661.96657436,9.13695059483507
PA,20220903,4506217.43761785,9.04248827426084
PA,20220904,5246965.79107706,8.9480259536866
PA,20220905,5845545.86412332,8.85356363311237
PA,20220906,5043363.87186306,8.75910131253814
PA,20220907,3988863.63839394,8.41572129283845
PA,20220908,3440135.03014392,8.64084456525865
PA,20220909,3932456.47686556,8.75320467479046
PA,20220910,4221731.21017542,8.78535308516148
PA,20220911,4196153.93868544,8.81750149553251
PA,20220912,3781008.29746099,8.84964990590354
PA,20220913,4705133.58846048,9.23709344349898
PA,20220914,3766175.69969416,9.54250324725538
PA,20220915,3861763.8243091,9.4791663723694
PA,20220916,3430633.22213829,8.95470698832461
PA,20220917,3759079.86333777,8.91489658990719
PA,20220918,4206893.90041212,8.87508619148976
PA,20220919,4680539.06836393,8.83527579307233
PA,20220920,4419601.55573562,8.90632228053685
PA,20220921,4018177.02676272,8.89962118199163
PA,20220922,4598617.87856746,8.65855297877083
PA,20220923,3424241.62172163,7.54477390780732
PA,20220924,3158879.99497593,7.55799194461913
PA,20220925,3206720.35494514,7.57120998143095
PA,20220926,3346441.195217,7.58442801824277
PA,20220927,3405031.10149058,7.68773918528283
PA,20220928,3240645.1951005,7.4305717529708
PA,20220929,3219962.44442955,7.42097676338451
PA,20220930,3236134.38273383,7.24160054142823
PA,20221001,3211645.91685357,6.96613460403376
PA,20221002,3202177.51670417,6.6906686666393
PA,20221003,3291050.17811863,6.41520272924483
PA,20221004,3352200.40848927,6.15295793653205
PA,20221005,3334101.62665071,6.66594832413303
PA,20221006,3301016.32693014,7.90107266834748
PA,20221007,3572766.76403616,7.15891067414789
PA,20221008,3547073.99510372,7.17145365421375
PA,20221009,3501713.25771294,7.1839966342796
PA,20221010,3405132.72161405,7.19653961434546
PA,20221011,3367533.52972538,7.15145361915456
PA,20221012,3528634.22807795,7.62615293463882
PA,20221013,3435279.80671425,7.23436695723764
PA,20221014,3384446.21710478,7.07309185395376
PA,20221015,3427662.03177568,7.05972119795998
PA,20221016,3528015.5085557,7.0463505419662
PA,20221017,3382722.0386195,7.03297988597242
PA,20221018,3550022.40153531,7.11074656625758
PA,20221019,3822795.68114621,6.4854718010446
PA,20221020,3856490.99460208,5.86275909968549
PA,20221021,3727838.29908242,5.10493924174981
PA,20221022,3553489.84697468,5.2311845680473
PA,20221023,3586193.08608717,5.35742989434478
PA,20221024,3503666.24777993,5.48367522064227
PA,20221025,3482820.7716918,5.88187629926002
PA,20221026,3558457.33256394,5.99456897161423
PA,20221027,3458106.25965316,6.00480078959546
PA,20221028,3672629.8368339,5.67577470030869
PA,20221029,3793231.58519109,5.66403220384211
PA,20221030,3731449.22507056,5.65228970737552
PA,20221031,3668585.75673367,5.64054721090894
PA,20221101,3542531.04325911,5.12427488964506
PA,20221102,3578238.22912001,5.12484099450165
PA,20221103,3673487.01723678,5.19238119966113
PA,20221104,3674705.18567715,4.45730452388472
PA,20221105,3772982.08581503,4.67694764441854
PA,20221106,4318795.56313828,4.89659076495235
PA,20221107,4143801.79630704,5.11623388548617
PA,20221108,3921897.0493889,4.42045634669719
PA,20221109,3952359.47038978,3.81576758738262
PA,20221110,3927196.84364299,5.2825760084521
PA,20221111,3769096.62020979,5.27162436337015
PA,20221112,3715310.23242707,5.78460862422256
PA,20221113,3839125.10013597,6.29759288507497
PA,20221114,4354220.12691115,6.81057714592737
PA,20221115,4701087.34133132,6.45718427340517
PA,20221116,4720148.85547292,6.48398519559493
PA,20221117,4480179.63250048,6.88858305797521
PA,20221118,4788778.35429803,6.82875556334212
PA,20221119,5063532.12437837,6.9304338984568
PA,20221120,5196078.00613178,7.03211223357147
PA,20221121,5767873.05709995,7.13379056868615
PA,20221122,5056335.94234422,7.23391460630965
PA,20221123,4474673.6497428,7.63738591937664
PA,20221124,4366471.11769582,7.69538947734275
PA,20221125,4315717.56982462,7.75339303530885
PA,20221126,4281012.41414469,7.58314973817876
PA,20221127,4229786.38851259,7.41290644104867
PA,20221128,4083778.51181846,7.24266314391859
PA,20221129,4440525.35686484,7.33394901687481
PA,20221130,4433621.62935033,8.57812072477675
PA,20221201,4377291.85814708,7.81576270053895
PA,20221202,5221855.53318257,6.12077338009209
PA,20221203,4718591.67744159,5.84082363687632
PA,20221204,4388048.67015466,5.56087389366054
PA,20221205,5133381.64428805,5.28092415044476
PA,20221206,4849916.54913647,5.87220027624553
PA,20221207,4329217.58020742,5.80036430936881
PA,20221208,4156097.40326024,6.23473494030477
PA,20221209,4599377.17749254,6.53108560912093
PA,20221210,4878042.01978522,7.36339188119172
PA,20221211,4906711.48936913,8.1956981532625
PA,20221212,4831207.90794544,9.02800442533329
PA,20221213,5188357.47914029,9.73156647105788
PA,20221214,5247069.4073103,8.90638705123319
PA,20221215,5141474.29956903,9.33052948869731
PA,20221216,4840199.70688302,9.09545859871199
PA,20221217,4816189.27853844,8.84229381112038
PA,20221218,5019982.54215155,8.58912902352878
PA,20221219,5255855.739354,8.33596423593718
PA,20221220,5359884.75542062,7.2376895436855
PA,20221221,5362101.25418912,8.40117988559124
PA,20221222,5229562.61507752,9.72863605197474
PA,20221223,4805164.18154093,9.79520355625585
PA,20221224,6065354.04418615,9.79326108110714
PA,20221225,7086960.2780595,9.79131860595843
PA,20221226,6216827.95103672,9.78937613080972
PA,20221227,5961425.02405105,6.68009563041017
PA,20221228,5420287.29525305,5.55651885681157
PA,20221229,5005625.88895158,5.17228535669575
PA,20221230,4785810.03568762,4.81556529602168
PA,20221231,4539447.48053859,4.81556529602168
RI,20220101,341429.096922797,5.83795196800631
RI,20220102,338799.096239911,5.69899554100685
RI,20220103,342632.245517432,5.56003911400739
RI,20220104,396208.725305569,5.45145955223713
RI,20220105,378968.594921001,5.43117134237778
RI,20220106,335854.241149804,5.56539113948793
RI,20220107,354145.06792117,5.31858414701863
RI,20220108,396005.350201965,5.37535099554528
RI,20220109,403483.568104032,5.43211784407193
RI,20220110,346616.297935781,5.48888469259858
RI,20220111,403966.258824782,5.39612491311143
RI,20220112,483950.981688932,5.89153620003982
RI,20220113,368178.594424238,5.99256021733134
RI,20220114,335973.008264524,5.38596970833338
RI,20220115,396691.09887437,5.35644262076555
RI,20220116,503799.081179003,5.32691553319772
RI,20220117,397574.445032028,5.29738844562989
RI,20220118,336403.5146439,5.5168576720482
RI,20220119,391850.213347463,5.93047208528748
RI,20220120,344316.563717536,5.39809427544196
RI,20220121,398558.396173424,4.9868045445782
RI,20220122,456655.767525096,5.02437976147375
RI,20220123,424966.920067621,5.0619549783693
RI,20220124,379489.15953593,5.09953019526484
RI,20220125,372588.322902275,5.14928462800402
RI,20220126,363397.120877608,5.38127214030309
RI,20220127,473899.124865937,5.38251398380924
RI,20220128,458622.228913972,6.915027976861
RI,20220129,372448.627621077,6.86392598067739
RI,20220130,487458.178511296,6.81282398449377
RI,20220131,531025.340716872,6.76172198831015
RI,20220201,489601.268193424,6.62947823646059
RI,20220202,414342.024704064,8.15188418504735
RI,20220203,322001.494049593,7.10716535765328
RI,20220204,302151.657486431,6.50017767644701
RI,20220205,337714.214061202,6.13624958572607
RI,20220206,471219.48607866,5.77232149500513
RI,20220207,448528.114761117,5.4083934042842
RI,20220208,344589.557196408,5.23907060132147
RI,20220209,337065.234088528,5.03310929621502
RI,20220210,336212.388686638,4.91237930896231
RI,20220211,311207.374511939,4.92570925062431
RI,20220212,302758.221240438,4.94071463678392
RI,20220213,294390.27170469,4.95572002294353
RI,20220214,401230.467758608,4.97072540910315
RI,20220215,550432.565805858,5.35418918699277
RI,20220216,504926.038620931,5.52034110635755
RI,20220217,361696.687711392,5.81704676704447
RI,20220218,276081.161337487,5.93980588978919
RI,20220219,317237.439806277,5.96991270443609
RI,20220220,391263.018114943,6.00001951908299
RI,20220221,407327.280264474,6.03012633372988
RI,20220222,299446.644505649,6.06023314837678
RI,20220223,290658.477148498,6.28505420867336
RI,20220224,283596.130682331,6.62535682040129
RI,20220225,387042.015789747,6.49602087311719
RI,20220226,419272.761548585,6.49407258398443
RI,20220227,422578.313071914,6.49212429485166
RI,20220228,364814.538246642,6.49017600571889
RI,20220301,436794.234846711,6.4223384806638
RI,20220302,346476.938207601,6.93337596074914
RI,20220303,312236.351657202,6.98808042849939
RI,20220304,388237.11587597,7.24169720927286
RI,20220305,407977.435114096,7.43181083179029
RI,20220306,332101.937374886,7.62192445430771
RI,20220307,264260.598370371,7.81203807682514
RI,20220308,268784.265804994,7.39440979621352
RI,20220309,318601.230639359,7.38752825278087
RI,20220310,351152.833746212,7.64233180629686
RI,20220311,306634.420624777,7.96881305788619
RI,20220312,285673.057621895,7.95254968080288
RI,20220313,340049.010803376,7.93628630371958
RI,20220314,391495.330447021,7.92002292663627
RI,20220315,281901.410985904,7.7899351421206
RI,20220316,264794.830121629,8.06098041871532
RI,20220317,271622.334251671,8.1531661612884
RI,20220318,262374.225368782,8.15749981868165
RI,20220319,267426.471865545,7.99253073715321
RI,20220320,258532.728843575,7.82756165562476
RI,20220321,256721.081878253,7.66259257409631
RI,20220322,264988.672759731,7.9208258810629
RI,20220323,292742.589286034,8.21730346969646
RI,20220324,288156.106707766,7.99565546790915
RI,20220325,291919.883494329,8.37107934424602
RI,20220326,261734.510696205,8.26159845185126
RI,20220327,267457.61483934,8.15211755945649
RI,20220328,337817.273751254,8.04263666706173
RI,20220329,515794.412868875,7.64388598193485
RI,20220330,409461.045777519,7.53802215323858
RI,20220331,304221.972827609,7.62924640429553
RI,20220401,248255.454873291,7.48224738465365
RI,20220402,261910.98462733,7.5077950225453
RI,20220403,285719.987240276,7.53334266043695
RI,20220404,276615.274591806,7.5588902983286
RI,20220405,271106.265518637,7.75393694434254
RI,20220406,253010.347413114,8.08349628286141
RI,20220407,279196.259724897,7.66738521612572
RI,20220408,252572.665974013,7.97362690943718
RI,20220409,243133.968327924,7.85273540093522
RI,20220410,256850.69066763,7.73184389243326
RI,20220411,267007.701869234,7.61095238393129
RI,20220412,243048.375562325,7.78922176567123
RI,20220413,241426.351545859,7.78625286840401
RI,20220414,240737.415428233,7.97728139377228
RI,20220415,236542.189094004,8.10649084294942
RI,20220416,235576.604523438,8.23570029212657
RI,20220417,241786.721561509,8.36490974130371
RI,20220418,303141.352345053,8.49411919048086
RI,20220419,249010.277486407,8.43617450319266
RI,20220420,261604.439300995,8.0613633120655
RI,20220421,263732.903167068,7.77808771813743
RI,20220422,235779.852560061,7.43919128969659
RI,20220423,235371.898685476,7.36449872651238
RI,20220424,230919.01671479,7.28980616332818
RI,20220425,257616.146040794,7.21511360014397
RI,20220426,232651.509854563,7.7318486301085
RI,20220427,238215.502875829,7.74280211579645
RI,20220428,249256.888183726,7.79846088103807
RI,20220429,264584.959425188,7.64166939034177
RI,20220430,247263.644483071,7.80090811434074
RI,20220501,240388.540426655,7.9601468383397
RI,20220502,227631.032195238,8.11938556233867
RI,20220503,233150.053949095,8.70707836069158
RI,20220504,227867.272770524,9.20429614752672
RI,20220505,225270.392521563,9.32353701392294
RI,20220506,224205.502437908,9.23232778766594
RI,20220507,218681.244564836,9.11226441203283
RI,20220508,241565.318660739,8.99220103639973
RI,20220509,240166.314625746,8.87213766076662
RI,20220510,226093.876053898,7.45210762238613
RI,20220511,218813.300834216,8.26419603802604
RI,20220512,213988.978634367,7.94510912740071
RI,20220513,246652.382607806,8.48046768914033
RI,20220514,257057.986292209,8.58397987517568
RI,20220515,272502.226534549,8.68749206121102
RI,20220516,236950.298797639,8.79100424724637
RI,20220517,238444.446828773,8.98419877789236
RI,20220518,223377.109259851,9.263662215035
RI,20220519,222066.22882212,8.90248470887317
RI,20220520,212518.005512087,8.62900707800122
RI,20220521,218262.944615365,8.68406968021735
RI,20220522,295452.85207764,8.73913228243348
RI,20220523,308299.180796269,8.79419488464961
RI,20220524,224071.627692716,9.54473929985315
RI,20220525,205795.9447125,10.1425461904747
RI,20220526,205701.96673211,9.85882335201985
RI,20220527,205235.227115387,8.89041972135536
RI,20220528,241440.293635575,8.91942488363584
RI,20220529,214084.660582546,8.94843004591632
RI,20220530,228944.03562501,8.9774352081968
RI,20220531,316732.015361063,9.00644037047728
RI,20220601,265019.303245826,9.00328396156005
RI,20220602,195729.163398261,9.44587711996575
RI,20220603,216475.318709901,8.83798189845044
RI,20220604,215688.677951813,9.08467325439213
RI,20220605,206764.572510488,9.33136461033383
RI,20220606,213123.580141339,9.57805596627552
RI,20220607,232643.193070098,9.77404578496304
RI,20220608,236326.674952431,9.91683257861536
RI,20220609,249347.607596553,8.56813632279644
RI,20220610,239503.870399002,9.20503978476055
RI,20220611,225985.177030989,9.26750808772398
RI,20220612,230132.216451825,9.3299763906874
RI,20220613,225212.997459158,9.39244469365083
RI,20220614,254908.87139606,8.00262378648828
RI,20220615,242807.725030337,8.07912132189427
RI,20220616,217320.412931257,8.33192190594449
RI,20220617,214947.782633659,7.87333281481544
RI,20220618,250607.097373589,7.74180740560708
RI,20220619,191275.006852961,7.61028199639872
RI,20220620,183379.154230713,7.47875658719036
RI,20220621,211008.16147715,7.347231177982
RI,20220622,215705.173677823,7.60323896255882
RI,20220623,201772.166251761,7.43193448427108
RI,20220624,207086.914210423,6.65923441360892
RI,20220625,231484.087889407,6.84334829613483
RI,20220626,286664.298629919,7.02746217866074
RI,20220627,303800.522607551,7.21157606118665
RI,20220628,196874.057377311,7.96818357070202
RI,20220629,222024.786453335,8.08692527948953
RI,20220630,240631.068684115,7.98743389898146
RI,20220701,244187.236829899,7.09528091814951
RI,20220702,308192.128932461,7.16022778891987
RI,20220703,283591.978754895,7.22517465969024
RI,20220704,245668.168435548,7.2901215304606
RI,20220705,243028.452501837,7.35506840123097
RI,20220706,236826.663249361,7.34025896546781
RI,20220707,244192.388505155,7.65250710395545
RI,20220708,224763.175742697,8.48764913266803
RI,20220709,261303.184106957,8.76790988922401
RI,20220710,230161.800400853,9.04817064577998
RI,20220711,224762.501967102,9.32843140233596
RI,20220712,249101.72790176,9.41117041604082
RI,20220713,272775.034653187,9.32707075804259
RI,20220714,291409.847179889,9.73397414069731
RI,20220715,257593.031103565,9.40713391703812
RI,20220716,243438.844860565,9.80312982798217
RI,20220717,265299.333242307,10.1991257389262
RI,20220718,302212.882727269,10.5951216498703
RI,20220719,282837.579307095,10.0826706870355
RI,20220720,328358.147149708,10.2991454811253
RI,20220721,360106.943277746,10.7528236211987
RI,20220722,333581.995619842,10.9969806040241
RI,20220723,350730.970500918,11.0098074091074
RI,20220724,361044.13069284,11.0226342141907
RI,20220725,400452.684989422,11.035461019274
RI,20220726,277503.133837858,12.1362870181092
RI,20220727,226220.484753939,10.9914411268685
RI,20220728,268446.513942713,11.0126141708093
RI,20220729,298699.531151723,10.3841564970329
RI,20220730,326809.46112029,10.2337044402689
RI,20220731,258613.510682221,10.0832523835049
RI,20220801,282899.923312953,9.9328003267409
RI,20220802,249194.166426434,9.61024079563214
RI,20220803,317767.818999264,9.28104118909513
RI,20220804,300490.456381062,9.88709886892152
RI,20220805,357884.625341633,9.67635114715405
RI,20220806,365352.881512836,9.38115887831577
RI,20220807,385955.4118527,9.08596660947749
RI,20220808,392163.028079463,8.79077434063921
RI,20220809,393282.75241859,8.83047627332862
RI,20220810,336202.103076769,8.73526206462762
RI,20220811,259643.51513059,9.38958575897069
RI,20220812,248285.127875718,9.51821841880913
RI,20220813,250578.348899829,9.38958353170959
RI,20220814,212808.359964565,9.26094864461005
RI,20220815,237682.122655829,9.13231375751051
RI,20220816,238086.819559537,10.1094295727692
RI,20220817,239596.003492391,10.6528133231846
RI,20220818,227485.326148037,10.8502522641755
RI,20220819,263137.6447023,10.8253081968664
RI,20220820,309018.33034114,11.44477033451
RI,20220821,310654.487187565,12.0642324721537
RI,20220822,278296.946570774,12.6836946097973
RI,20220823,241566.413037786,12.9097946979274
RI,20220824,243579.216568129,12.6211705740892
RI,20220825,308442.47861019,13.2579101430646
RI,20220826,321704.01814979,13.6470451326943
RI,20220827,299959.049846225,13.9185807420039
RI,20220828,276422.007701888,14.1901163513135
RI,20220829,254567.462866455,14.4616519606231
RI,20220830,307771.307213076,14.6451072810363
RI,20220831,330063.455242846,14.7777346128598
RI,20220901,255699.77569802,15.9611614145643
RI,20220902,224743.1757274,16.0623685938676
RI,20220903,218256.204672118,16.2132402415971
RI,20220904,235115.130156405,16.3641118893267
RI,20220905,300944.88740863,16.5149835370562
RI,20220906,230730.031996689,16.6658551847857
RI,20220907,195841.460103821,16.3323746688538
RI,20220908,205639.180589937,17.1042532649872
RI,20220909,222305.060960019,17.6727830041463
RI,20220910,243054.576386108,18.1017887720417
RI,20220911,293243.937314787,18.5307945399371
RI,20220912,263614.700363243,18.9598003078325
RI,20220913,256893.641514396,20.1851946323542
RI,20220914,231419.394031464,21.2691364051555
RI,20220915,243621.212250469,21.6189409859208
RI,20220916,204781.584215731,20.9642424830235
RI,20220917,209294.587280573,21.4340731291645
RI,20220918,214042.852313115,21.9039037753055
RI,20220919,293470.958614607,22.3737344214465
RI,20220920,231246.396955599,23.1515620712218
RI,20220921,224621.982145968,23.7474476004344
RI,20220922,224607.243216081,23.7167000007764
RI,20220923,215121.059970455,21.2138110306743
RI,20220924,199190.119874528,21.8314478747921
RI,20220925,207661.604880651,22.4490847189099
RI,20220926,218140.393867944,23.0667215630277
RI,20220927,231393.038219077,24.0007716453117
RI,20220928,223233.470164146,23.8129017778251
RI,20220929,218824.035489122,24.4126364960466
RI,20220930,209287.628007835,24.4541010242943
RI,20221001,209360.875791319,24.1135578214333
RI,20221002,209265.586351399,23.7730146185723
RI,20221003,209511.705987538,23.4324714157114
RI,20221004,210384.030390708,23.0704030175515
RI,20221005,212964.519561891,25.6564581495812
RI,20221006,216136.279913455,31.2165094856204
RI,20221007,251478.581320622,29.0341256568792
RI,20221008,246136.857789954,29.8794539467244
RI,20221009,216017.090338973,30.7247822365695
RI,20221010,217274.885111868,31.5701105264146
RI,20221011,220777.278399174,32.2040307618557
RI,20221012,225533.381695173,35.2520957675924
RI,20221013,248199.926275654,34.3276038444197
RI,20221014,240807.226213357,34.4521062497531
RI,20221015,239753.855993179,33.615044026556
RI,20221016,238103.091761635,32.7779818033589
RI,20221017,239154.554977796,31.9409195801618
RI,20221018,230271.552803199,30.7781320109978
RI,20221019,228446.879297183,26.7539339767825
RI,20221020,230693.776762059,23.049799015686
RI,20221021,231698.439864836,19.1282257575984
RI,20221022,232115.616849221,18.6812895496996
RI,20221023,236495.694254592,18.2343533418007
RI,20221024,235385.047433918,17.7874171339019
RI,20221025,237705.198722218,18.1834408970302
RI,20221026,265501.440836893,17.6618894391275
RI,20221027,272481.604928308,16.8615238980734
RI,20221028,243539.215120708,15.1894617250834
RI,20221029,243145.825859965,14.482171433126
RI,20221030,242926.497620456,13.7748811411686
